"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Alberto Triunfel","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".251",".287",".538",".239"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa597103"
"Yairo Munoz","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".247",".298",".545",".239"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa657210"
"Drew Garcia","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".251",".291",".542",".239"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa455332"
"Alex Bregman","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".257",".284",".540",".239"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa659419"
"Josh Morgan","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".265",".265",".531",".239"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa828797"
"Erick Salcedo","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".260",".277",".537",".239"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa548029"
"Carlos Penalver","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".256",".280",".536",".239"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa596953"
"Alfredo Rodriguez","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".260",".271",".531",".238"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa577808"
"Pablo Reyes","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".251",".284",".535",".238"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa657423"
"Andrew Velazquez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".256",".276",".531",".237"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa658104"
"Abiatal Avelino","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".252",".281",".534",".237"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa657893"
"Malquin Canelo","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".249",".286",".536",".237"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa657479"
"Luis Jean","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".256",".278",".534",".237"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa657310"
"Carlos Orrantia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".251",".282",".534",".236"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa509454"
"Corey Toups","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".254",".275",".529",".236"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa829321"
"Brallan Perez","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".257",".273",".530",".236"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa736999"
"Ozhaino Albies","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".259",".271",".529",".236"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa830219"
"David Urias"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".247",".289",".536",".236"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa509126"
"Richard Urena","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".236",".305",".541",".236"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa736829"
"Mott Hyde","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".256",".270",".525",".235"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa621678"
"Dorssys Paulino","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".246",".287",".533",".235"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa659464"
"Isaiah Kiner-Falefa","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".258",".269",".527",".235"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa737855"
"Jorge Mateo","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".250",".277",".528",".234"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa657910"
"Gleyber Torres","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".251",".276",".527",".234"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa830372"
"Wade Kirkland","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".237",".295",".532",".234"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa549069"
"Adrian Marin","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".246",".283",".529",".233"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa657939"
"Luis Marte","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".241",".293",".534",".233"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa597106"
"Engelb Vielma","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".256",".267",".523",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa657416"
"Jose Luna"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".240",".290",".530",".233"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa688550"
"Manuel Joseph"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".236",".294",".531",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa657562"
"Yordy Cabrera","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".242",".284",".526",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa548243"
"Jeff Kemp","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".246",".277",".523",".232"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658834"
"Juan Herrera","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".253",".270",".523",".232"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa597168"
"Jason Leblebijian","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".242",".282",".524",".232"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa658622"
"Johan Camargo","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".252",".268",".520",".231"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa657234"
"Jack Lopez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".246",".275",".521",".231"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa598270"
"Juan Gamboa"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".248",".270",".518",".231"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa542553"
"Javier Guerra","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".238",".285",".524",".230"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa736916"
"Luis Valenzuela","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".241",".281",".522",".230"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658081"
"Osvaldo Abreu","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".248",".267",".514",".230"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa657398"
"Melvin Mercedes","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".253",".256",".509",".229"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa658283"
"Carlton Daal","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".251",".263",".514",".228"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa729572"
"Josh Altmann","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".240",".276",".516",".228"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa875314"
"Alex Ahumada"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".244",".267",".511",".228"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa205772"
"Stephen Carmon","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".243",".266",".509",".227"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa658146"
"Luis Guillorme","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".254",".249",".503",".227"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa737882"
"Hector Lorenzana","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".243",".265",".508",".226"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa829798"
"Ryan Walker","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".247",".261",".508",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa738172"
"Blake Trahan","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".240",".269",".509",".226"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa874990"
"Blake Schmit","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".239",".269",".508",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa829394"
"Dawel Lugo","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".235",".279",".514",".226"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa659207"
"Alberto Robles","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".242",".267",".509",".226"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa547814"
"Jimmy Rider","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".247",".255",".502",".226"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658768"
"A.J. Simcox","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".240",".271",".511",".225"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa658901"
"Nick Gordon","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".245",".262",".507",".225"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa828662"
"Branden Cogswell","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".252",".245",".497",".225"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa827188"
"Cleuluis Rondon","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".242",".260",".502",".225"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa596998"
"Timothy Saunders","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".236",".270",".506",".225"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa658896"
"Hector Hernandez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".239",".269",".508",".225"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa509125"
"Pat Blair","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".245",".254",".498",".225"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa620945"
"Chris Diaz","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".246",".254",".500",".224"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa621581"
"Brandon Bednar","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".239",".268",".507",".224"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa737887"
"David Fletcher","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".242",".260",".501",".223"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa858824"
"Phillip Evans","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".241",".256",".497",".223"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa599250"
"Alejandro Rivero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".248",".248",".496",".223"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa592345"
"Jesus Lopez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".234",".270",".504",".223"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa325096"
"David Gonzalez","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".243",".257",".499",".223"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa596234"
"Ivan Castillo","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".238",".264",".502",".222"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa657222"
"Cole Tucker","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".238",".262",".500",".222"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa828671"
"Jose Antequera","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".235",".265",".500",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa826778"
"Jake Yacinich","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".236",".263",".499",".221"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa829135"
"Ronald Bueno","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".240",".253",".494",".221"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa549192"
"Anthony Gomez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".236",".263",".499",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa621610"
"Jose Munoz","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".231",".263",".494",".221"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa657976"
"Ivan Jimenez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".234",".262",".496",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa652169"
"Pedro Ruiz","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".248",".232",".480",".220"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa548055"
"Ivan Cervantes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".236",".258",".494",".220"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa185817"
"Luis Caballero","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".235",".257",".493",".220"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa551374"
"Blake Allemand","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".235",".260",".494",".219"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa857217"
"Richy Pedroza","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".238",".251",".489",".219"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa621648"
"Brent Peterson","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".237",".254",".491",".219"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa549276"
"Carlos Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".235",".254",".489",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa509268"
"Michael Massi","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".237",".250",".488",".219"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa830331"
"Manuel Lopez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".238",".252",".490",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa509652"
"Luis Porchas"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".235",".253",".489",".218"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa508258"
"Martin Peguero","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".236",".255",".490",".218"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa598824"
"Jeremy Sy","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".229",".257",".486",".218"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658194"
"Kevin Newman","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".234",".256",".490",".218"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa827183"
"Cesar Valera","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".234",".253",".487",".217"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa503020"
"Tyler Filliben","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".237",".246",".484",".217"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa829055"
"Jermaine Palacios","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".233",".257",".490",".217"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa828886"
"Omar Obregon","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".241",".242",".483",".217"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa657232"
"Josh Vanmeter","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".237",".247",".483",".216"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa737821"
"Riley Unroe","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".237",".242",".479",".216"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa737614"
"John Polonius","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".231",".257",".487",".216"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa599310"
"Oscar Mercado","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".231",".255",".485",".216"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa737612"
"Rayder Ascanio","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".236",".245",".481",".216"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa735861"
"David Masters","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".236",".243",".479",".215"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa602586"
"Ashley Ponce","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".235",".245",".480",".215"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa504945"
"Toby Thomas","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".222",".264",".486",".215"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa738704"
"Dickie Thon","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".225",".257",".482",".214"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa548351"
"Nick Garcia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".228",".254",".482",".214"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa198793"
"Ruddy Giron","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".225",".257",".482",".214"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa830284"
"Alberti Chavez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".226",".255",".481",".213"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa657456"
"Mario Vega"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".228",".253",".481",".213"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa546156"
"Rehiner Cordova","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".234",".238",".472",".213"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa597192"
"Jose Salazar"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".228",".250",".478",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa328608"
"Jose Fernandez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".231",".240",".470",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa549697"
"Max George","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".231",".241",".471",".212"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa829010"
"Dreily Guerrero","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".223",".255",".478",".212"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa506225"
"Juan Moreno","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".232",".243",".475",".212"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa657138"
"Aaron Attaway","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".225",".252",".476",".212"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa829254"
"Hiram Martinez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".233",".239",".473",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa550519"
"Daniel Hinojosa"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".226",".248",".474",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa509451"
"Rufino Candelario"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".226",".249",".475",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa509120"
"Robbie Shields","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".226",".248",".473",".212"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa501250"
"Yancarlos Baez","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".220",".257",".477",".211"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa827962"
"Trace Tam Sing","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".227",".244",".471",".211"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa549579"
"Pedro Toribio","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".225",".251",".476",".211"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa505249"
"Sean Miller","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".225",".250",".475",".210"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa875243"
"Kristian Trompiz","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".219",".256",".476",".210"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa737029"
"Steven Halcomb","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".230",".236",".465",".209"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa741703"
"Rosario Irazoqui"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".224",".243",".468",".209"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa508068"
"Yu-Cheng Chang","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".217",".253",".470",".209"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa830276"
"Emerson Jimenez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".220",".256",".475",".209"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa657311"
"Humberto Arteaga","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".224",".247",".471",".209"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa598821"
"Willie Medina","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".227",".239",".465",".208"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa738661"
"Sergio Alcantara","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".229",".233",".462",".208"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa739641"
"Drew Jackson","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".228",".237",".465",".208"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa659066"
"Wendell Soto","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".224",".236",".461",".208"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa548269"
"Enmanuel Paulino","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".220",".248",".468",".208"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa597211"
"Mylz Jones","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".222",".247",".469",".208"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa875606"
"Roberto Baldoquin","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".222",".246",".467",".207"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa857538"
"Allen Cordoba","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".222",".245",".467",".207"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa737201"
"Cristian Toribio","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".214",".255",".470",".207"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa657281"
"Chris Rabago","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".222",".243",".464",".207"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa829062"
"Adrian Alfaro","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".230",".229",".459",".207"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa735837"
"Claudio Custodio","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".220",".244",".464",".207"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa547829"
"Thairo Estrada","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".224",".242",".466",".207"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa739620"
"Edmundo Sosa","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".219",".246",".466",".207"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa736859"
"Oliver Nunez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".226",".234",".460",".207"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa828147"
"John Murphy","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".225",".239",".463",".207"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa707750"
"Bryan Brito","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".219",".247",".466",".207"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa506254"
"Horacio Vasquez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".221",".240",".461",".206"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa509736"
"Franklin Garcia","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".221",".244",".465",".206"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa873167"
"Kelvin Gutierrez","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".224",".238",".462",".206"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa736855"
"Daniel Bravo","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".216",".249",".465",".206"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa657827"
"Ricardo Ferreira"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".229",".227",".456",".206"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa828126"
