"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Jose Lozada","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".290",".310",".599",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa454600"
"Jaime Pedroza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".277",".330",".606",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa389397"
"Tyler Smith","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".287",".310",".597",".266"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa709018"
"Mycal Jones","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".282",".315",".597",".266"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa501228"
"Justin Bohn","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".281",".321",".602",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa737835"
"J.T. Riddle","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".244",".276",".330",".606",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa550025"
"Andrew Romine","Tigers","88","81","19","3","0","1","8","7","5","19","1","3","2"," ",".239",".290",".309",".599",".266"," ","63","0.1","0.1"," ","-3.7","0.7","0.0","1159"
"Matt Reynolds","Mets","41","37","9","2","0","0","3","3","2","8","0","1","0"," ",".231",".280",".322",".602",".266"," ","69","0.0","0.0"," ","-1.4","0.3","0.0","sa579039"
"Raul Mondesi","Royals","46","44","10","2","1","1","4","4","2","12","0","2","1"," ",".233",".264",".347",".611",".265"," ","63","0.0","0.0"," ","-2.0","0.4","0.0","sa659237"
"Eric Stamets","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".239",".279",".321",".600",".265"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa621787"
"Greg Miclat","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".291",".301",".592",".265"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa454552"
"Alejandro Mejia","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".242",".281",".322",".603",".265"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa657995"
"Tyler Wade","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".236",".284",".312",".596",".264"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa737878"
"Ali Castillo","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".241",".285",".313",".598",".264"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa507143"
"Omar Quintanilla","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".282",".319",".601",".264"," ","69","0.0","0.0"," ","0.0","0.0","0.0","6335"
"Orlando Calixte","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".270",".334",".605",".264"," ","62","0.0","0.0"," ","0.0","0.0","0.0","11905"
"Yeyson Yrizarri","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".244",".272",".333",".604",".264"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa828293"
"Leonardo Reginatto","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".244",".286",".309",".595",".264"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa504970"
"Darwin Perez","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".284",".307",".591",".264"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa392746"
"Omar Luna","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".242",".280",".317",".598",".264"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa392852"
"Ryan Leonards","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".282",".311",".593",".264"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa829252"
"Erik Gonzalez","Indians","7","6","1","0","0","0","1","1","0","1","0","0","0"," ",".236",".267",".338",".605",".264"," ","63","0.0","0.0"," ","-0.3","0.1","0.0","sa506001"
"Garabez Rosa","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".244",".267",".338",".605",".264"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa455978"
"Jose Rondon","Padres","14","13","3","1","0","0","1","1","1","2","0","0","0"," ",".242",".281",".318",".599",".264"," ","67","0.0","0.0"," ","-0.5","0.2","0.0","sa597500"
"Jonathan Mota","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".273",".330",".602",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa291809"
"Andrew Sohn","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".275",".323",".598",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa829047"
"Chan Moon","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".283",".309",".592",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa550461"
"Angelo Mora","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".275",".327",".602",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa597177"
"Giuseppe Papaccio","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".273",".326",".598",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa738168"
"Elmer Reyes","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".270",".333",".604",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa506274"
"Tzu-Wei Lin","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".283",".310",".593",".263"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa660589"
"Jose Vinicio","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".246",".274",".327",".601",".263"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa549538"
"Luis Nunez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".268",".332",".600",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa295125"
"Pete Kozma","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".286",".310",".596",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","2539"
"AJ Pettersen","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".282",".308",".590",".263"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa546810"
"Willie Bloomquist","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".247",".281",".316",".597",".263"," ","66","0.0","0.0"," ","0.0","0.0","0.0","1066"
"Shane Opitz","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".275",".324",".599",".263"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa549070"
"Ray Chang","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".284",".309",".593",".262"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa295642"
"Michael Gilmartin","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".275",".316",".591",".262"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa502326"
"Jiovanni Mier","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".282",".305",".587",".262"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa500732"
"Erick Mejia","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".276",".320",".595",".262"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa694960"
"Ramon Santiago","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".285",".298",".583",".262"," ","59","0.0","0.0"," ","0.0","0.0","0.0","1417"
"Jonathan Herrera"," ","160","149","35","6","1","2","13","14","8","29","1","3","2"," ",".237",".278",".320",".598",".262"," ","61","0.0","-1.2"," ","-7.2","-0.1","-0.2","4182"
"Logan Davis","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".275",".318",".594",".262"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa550081"
"Nate Samson","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".275",".317",".592",".262"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa331346"
"Edwin Garcia","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".241",".279",".313",".592",".261"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa499640"
"Brandon Loy","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".279",".309",".588",".261"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa597885"
"Ronny Rodriguez","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".257",".345",".602",".261"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa595953"
"Nick Shaw","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".294",".281",".576",".261"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","sa549641"
"Tim Torres"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".277",".308",".586",".261"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa328090"
"Jared Reaves","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".273",".319",".592",".261"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa658626"
"Wilfredo Tovar","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".237",".281",".309",".591",".261"," ","66","0.0","0.0"," ","0.0","0.0","0.0","10416"
"Diego Goris","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".238",".261",".339",".600",".261"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa507199"
"Carmen Angelini","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".264",".330",".594",".260"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa390643"
"Casey Serna","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".239",".276",".316",".592",".260"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa598479"
"Pedro Ciriaco","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".244",".269",".326",".595",".260"," ","61","0.0","0.0"," ","0.0","0.0","0.0","5278"
"Walter Ibarra"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".239",".270",".323",".592",".260"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa314143"
"Leo Rodriguez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".239",".278",".309",".587",".260"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa550613"
"Tony Wolters","Indians","6","6","1","0","0","0","1","0","0","1","0","0","0"," ",".220",".278",".304",".582",".259"," ","61","0.0","0.0"," ","-0.3","0.1","0.0","sa548197"
"Jhonbaker Morales","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".269",".321",".590",".259"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa655900"
"Michael De Leon","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".275",".313",".588",".259"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa823925"
"Clint Barmes"," ","160","148","33","7","0","2","13","14","8","36","2","1","1"," ",".225",".270",".323",".593",".259"," ","59","-0.2","-0.3"," ","-7.8","1.7","-0.1","1830"
"Ryan Gebhardt","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".243",".274",".313",".588",".259"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa738165"
"Jonathan Diaz","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".287",".283",".570",".258"," ","58","0.0","0.0"," ","0.0","0.0","0.0","4142"
"Alec Sole","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".233",".271",".315",".586",".258"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa829320"
"Audy Ciriaco","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".257",".332",".589",".258"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa294300"
"Jake Hager","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".273",".312",".584",".258"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa600840"
"Eddy Alvarez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".282",".290",".572",".258"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","sa806877"
"Justin Sellers","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".270",".314",".584",".258"," ","59","0.0","0.0"," ","0.0","0.0","0.0","4006"
"Jake Lemmerman","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".275",".301",".576",".257"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa526398"
"Stephen Perez","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".282",".293",".575",".257"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa501997"
"Juan Ciriaco","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".266",".320",".586",".257"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa226165"
"Luis Mendez","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".276",".303",".579",".257"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa548109"
"Samuel Starr","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".266",".318",".584",".257"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa549944"
"Elliott Soto","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".288",".281",".569",".257"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa390666"
"Pedro Florimon","Pirates","76","70","15","3","0","1","6","6","5","21","0","3","1"," ",".216",".272",".309",".581",".257"," ","62","0.2","-0.2"," ","-3.2","0.7","0.0","8385"
"Juniel Querecuto","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".277",".302",".579",".257"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa549536"
"Rylan Sandoval","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".265",".317",".581",".257"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa392239"
"Mauricio Dubon","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".238",".274",".306",".580",".256"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa738378"
"Varonex Cuevas","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".268",".313",".581",".256"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa598144"
"Benji Gonzalez","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".278",".298",".576",".256"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa454764"
"Gift Ngoepe","Pirates","14","12","3","1","0","0","1","1","1","4","0","0","0"," ",".213",".273",".302",".575",".256"," ","61","0.0","0.0"," ","-0.6","0.1","0.0","sa503029"
"Angel Rosa","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".268",".313",".581",".256"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa707769"
"Drew Maggi","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".287",".281",".569",".256"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa549144"
"Danny Black","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".280",".291",".571",".256"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa503432"
"Rolando Gomez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".270",".308",".578",".256"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa455176"
"Yadiel Rivera","Brewers","80","74","17","3","1","1","6","6","3","16","1","2","1"," ",".228",".266",".315",".581",".256"," ","54","0.0","0.5"," ","-4.3","0.8","-0.1","11863"
"Franklin Barreto","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".261",".322",".584",".256"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa739765"
"Heiker Menses","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".275",".302",".577",".256"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa506229"
"Carlos Triunfel","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".262",".328",".590",".256"," ","61","0.0","0.0"," ","0.0","0.0","0.0","193"
"Emilio Guerrero","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".260",".323",".583",".255"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa597507"
"Erisbel Arruebarrena","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".262",".321",".582",".255"," ","61","0.0","0.0"," ","0.0","0.0","0.0","15809"
"Jeudy Valdez","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".258",".322",".581",".255"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa392932"
"Raul Navarro","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".276",".298",".574",".255"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa506772"
"Luis Sardinas","Mariners","131","123","30","5","1","1","11","10","5","21","1","3","2"," ",".241",".274",".304",".577",".254"," ","60","0.1","-0.5"," ","-5.9","0.7","-0.1","13153"
"Rick Hague","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".266",".312",".578",".254"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa548193"
"Jayson Nix","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".263",".311",".575",".254"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","3790"
"Bryant Flete","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".272",".295",".567",".253"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa657425"
"Juan Perez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".260",".315",".575",".252"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa599306"
"Gabriel Noriega","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".240",".265",".310",".575",".252"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa455932"
"Marcus Lemon","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".264",".305",".569",".252"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa326707"
"Wes Darvill","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".268",".299",".567",".251"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa501490"
"Paul Janish","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".274",".288",".563",".251"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","7412"
"Sharlon Schoop","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".269",".298",".567",".251"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa293531"
"Jimmy Swift","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".258",".314",".572",".251"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa547025"
"Robelys Reyes","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".267",".300",".566",".250"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa547780"
"Ricardo Serrano"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".259",".313",".572",".250"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa508489"
"Devin Lohman","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".261",".303",".565",".250"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa526331"
"Anthony Phillips","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".266",".296",".562",".250"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa392886"
"Ethan Wilson","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".264",".298",".561",".250"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa549726"
"Vince Conde","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".265",".297",".562",".250"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa827330"
"B.J. Guinn","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".265",".299",".564",".250"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa390642"
"Travious Relaford","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".271",".289",".560",".250"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa602702"
"Ryan Dent","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".265",".301",".565",".250"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa389941"
"Eric Garcia","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".268",".298",".566",".249"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa621634"
"Yunesky Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".266",".300",".566",".249"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa381319"
"Alberto Carreon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".260",".298",".558",".248"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa508493"
"Hak-ju Lee","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".269",".284",".553",".247"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa502536"
"Jesus Arredondo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".263",".296",".559",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa635035"
"Christian Arroyo","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".259",".303",".562",".247"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa737529"
"Matt Lipka","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".260",".301",".561",".247"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa548175"
"Terrence Dayleg","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".257",".303",".560",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa502108"
"Rando Moreno","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".268",".289",".557",".247"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa597695"
"Domingo Castro"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".268",".287",".556",".246"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa185832"
"Troy Hanzawa","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".260",".298",".557",".246"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa454580"
"Alex Mcclure","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".261",".295",".556",".246"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa548555"
"Diego Madero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".256",".301",".557",".246"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa651307"
"Gustavo Pierre","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".244",".320",".564",".246"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa503319"
"Willy Adames","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".263",".287",".550",".246"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa736655"
"Amed Rosario","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".259",".297",".556",".246"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa732115"
"Faustino Oguisten","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".259",".294",".553",".245"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa508151"
"Delvis Morales","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".268",".280",".548",".245"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa547910"
"Alec Mehrten","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".264",".286",".550",".244"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658614"
"Luis Mateo","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".252",".307",".559",".244"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa455015"
"Luis Borges"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".236",".263",".287",".550",".243"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa199621"
"Kevin Flores"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".259",".290",".549",".243"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa509435"
"Tyler Grimes","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".257",".287",".544",".243"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa597897"
"Taylor Harbin","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".248",".306",".554",".243"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa388380"
"Drew Stankiewicz","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".262",".282",".544",".242"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa599531"
"Ydwin Villegas","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".256",".289",".545",".242"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa502602"
"Domingo Leyba","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".254",".295",".549",".242"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa736654"
"Brendan Ryan","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".260",".279",".540",".242"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","6073"
"Jesmuel Valentin","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".257",".286",".543",".241"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa657867"
"Flavio Romero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".271",".254",".525",".241"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa211114"
"Cito Culver","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".255",".288",".543",".241"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa548315"
"Edgar Duran","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".258",".287",".545",".241"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa503253"
"Brock Hebert","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".257",".282",".540",".241"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa658259"
"Paul Leon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".253",".291",".544",".240"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa546826"
"Heber Gomez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".255",".291",".546",".240"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa203954"
