"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Alex Swim","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".238",".270",".292",".563",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa621599"
"Roberto Pena","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".255",".306",".561",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa548359"
"Fernando Flores"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".262",".299",".561",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa594366"
"Eliezer Zambrano","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".260",".301",".562",".247"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa393574"
"Jose Molina","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".264",".290",".554",".247"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","25"
"Ryan Miller","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".250",".312",".562",".246"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa738892"
"Humberto Sosa"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".256",".300",".556",".246"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa454224"
"Omar Narvaez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".274",".272",".546",".246"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa504967"
"Alberto Rosario","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".258",".299",".558",".246"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa392748"
"Koyie Hill","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".258",".296",".554",".245"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","1829"
"Wil Nieves","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".257",".297",".553",".245"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","1556"
"Braeden Schlehuber","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".253",".302",".555",".244"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa454529"
"Iker Franco"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".263",".280",".543",".244"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa203900"
"Charles Moorman","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".250",".303",".553",".244"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa658355"
"Andrew Longley","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".246",".306",".552",".244"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa659756"
"Jesus Espinoza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".248",".305",".553",".244"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa543678"
"Eli Whiteside","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".250",".302",".552",".244"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","3536"
"Gabriel Gutierrez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".260",".287",".546",".243"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa286640"
"Steven Baron","Mariners","6","6","1","0","0","0","1","0","0","1","0","0","0"," ",".211",".254",".298",".552",".243"," ","52","0.0","0.0"," ","-0.3","0.1","0.0","9787"
"Eric Sim","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".254",".293",".547",".243"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa549774"
"Brian Holberton","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".256",".289",".545",".243"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa737846"
"Dan Rohlfing","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".261",".285",".545",".243"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa389665"
"Adolfo Reina","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".252",".296",".548",".243"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa503320"
"Mike Marjama","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".244",".313",".557",".243"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa580435"
"Dom Nunez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".254",".293",".546",".242"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa737813"
"Troy Stein","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".256",".288",".544",".242"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa827185"
"Rocky Gale","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".260",".290",".550",".242"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","10533"
"Wynston Sawyer","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".258",".281",".539",".241"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa548430"
"Nick Rickles","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".243",".309",".551",".241"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa546837"
"Wilmer Dominguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".251",".295",".546",".241"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa504988"
"Chris Berset","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".259",".283",".542",".241"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa549458"
"Mike Dowd","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".253",".292",".544",".241"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa578097"
"Luis Juarez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".251",".295",".546",".241"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa509384"
"Miguel Del Castillo","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".250",".294",".544",".241"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa507265"
"Jesus Sucre","Mariners","17","16","4","1","0","0","1","1","1","3","0","0","0"," ",".219",".254",".291",".545",".241"," ","51","0.0","0.1"," ","-1.0","0.5","0.0","5942"
"Raudy Read","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".246",".300",".545",".240"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa597099"
"Carson Kelly","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".245",".299",".544",".240"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa657963"
"John Baker","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".265",".271",".537",".240"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","4756"
"Mike Brenly","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".250",".291",".541",".239"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa455866"
"Matt Reistetter","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".254",".287",".540",".239"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa707779"
"Dane Phillips","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".243",".301",".544",".239"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa503813"
"Albert Cordero","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".247",".292",".539",".239"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa504824"
"Mark Thomas","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".234",".309",".543",".239"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa328150"
"Carlton Tanabe","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".246",".292",".539",".238"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa502115"
"Jin-De Jhang","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".250",".290",".540",".238"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa653546"
"Daniel Torres","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".257",".271",".528",".238"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa550272"
"Gilberto Galaviz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".248",".289",".538",".237"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa597945"
"Aramis Garcia","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".242",".290",".533",".237"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa599195"
"Jordan Procyshen","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".256",".272",".528",".236"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa829345"
"Tyler Tewell","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".234",".306",".540",".236"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa658346"
"Francisco Diaz","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".253",".276",".529",".236"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa505229"
"William Allen","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".248",".284",".532",".236"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa550032"
"Jose Cordova"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".247",".282",".529",".236"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa509741"
"Jose Gonzalez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".250",".274",".524",".235"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa456023"
"Patrick Leyland","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".244",".290",".534",".235"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa548548"
"Isaias Tejeda","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".240",".291",".532",".234"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa550534"
"Jake Depew","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".248",".277",".525",".234"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa548454"
"Cameron Garfield","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".236",".299",".534",".234"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa500836"
"Ralph Henriquez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".235",".296",".531",".233"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa290179"
"Chace Numata","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".250",".274",".524",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa549139"
"Eric Haase","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".234",".292",".526",".233"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa601042"
"Sergio Burruel"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".254",".268",".522",".233"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa502070"
"Pratt Maynard","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".249",".272",".521",".233"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa577962"
"Carlos Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".243",".279",".522",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa509441"
"Luis Villegas","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".242",".281",".523",".232"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa547944"
"Joseph Hudson","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".242",".279",".522",".232"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658019"
"Reese Mcguire","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".253",".268",".522",".232"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa737505"
"Carlos Mendivil"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".247",".270",".517",".231"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa737687"
"Wayne Taylor","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".240",".280",".519",".230"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa599157"
"Jon Aceves"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".239",".276",".515",".230"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa206467"
"Kevin Torres","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".243",".276",".519",".230"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa454965"
"Yermin Mercedes","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".231",".292",".523",".230"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa597096"
"Wade Wass","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".239",".275",".514",".229"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa658231"
"Mayo Acosta","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".234",".284",".517",".229"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa392849"
"Adan Amezcua"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".244",".268",".511",".229"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa195259"
"Marcus Greene","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".245",".262",".507",".229"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa659282"
"Adan Munoz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".239",".280",".520",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa201393"
"Said Gutierrez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".235",".281",".517",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa198297"
"Jesus Posso","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".228",".291",".520",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa737004"
"Hector Paez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".239",".277",".516",".228"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa508233"
"Michael Perez","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".237",".274",".511",".228"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa597838"
"Rafael Neda","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".246",".260",".506",".228"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa546791"
"Israel Nunez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".240",".273",".513",".227"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa392885"
"Samuel Kimmel","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".236",".276",".512",".227"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa599743"
"Jose Chavez","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".239",".270",".509",".227"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa657706"
"Ryan Plourde","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".245",".253",".498",".226"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa827157"
"Wilson Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".236",".276",".513",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa596287"
"Trent Garrison","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".239",".272",".511",".226"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa603124"
"Joseph Odom","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".230",".276",".506",".226"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa738310"
"Luis Perez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".230",".281",".510",".225"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa506572"
"Mario Santana"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".243",".258",".502",".225"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa187685"
"Collin Slaybaugh","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".240",".265",".505",".225"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa827335"
"Taylor Ward","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".242",".260",".502",".224"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa858832"
"Jorge Saez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".239",".260",".498",".224"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa658909"
"Jose Trevino","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".228",".284",".512",".224"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa827368"
"Tim Remes","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".235",".265",".500",".224"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa659193"
"Francisco Esparragoza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".239",".264",".503",".224"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa508061"
"Garrett Stubbs","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".241",".258",".498",".223"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa827172"
"Michael Strentz","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".233",".269",".502",".223"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa830497"
"Chad Johnson","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".248",".244",".492",".223"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa657990"
"Francisco Mejia","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".234",".266",".501",".223"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa739565"
"Travis Tartamella","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".237",".266",".503",".223"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","6748"
"Jose Godoy","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".241",".255",".496",".223"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa657267"
"Jackson Valera","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".235",".267",".501",".222"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa505529"
"Phildrick Llewellyn","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".233",".266",".499",".222"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658248"
"Noe Munoz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".238",".257",".495",".222"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa7532"
"Hamlet Marte","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".229",".274",".503",".222"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa597218"
"Colton Plaia","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".237",".259",".496",".222"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658920"
"Alex Real","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".233",".267",".500",".222"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa829498"
"Erick Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".236",".266",".502",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa509641"
"Ben Moore","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".234",".264",".498",".221"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa827201"
"Rodrigo Vigil","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".235",".265",".500",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa547818"
"Brett Doe","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".234",".264",".498",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa579058"
"Daniel Salters","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".229",".270",".499",".221"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa829475"
"Kade Scivicque","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".228",".271",".498",".221"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa875053"
"Jesus Vega"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".228",".264",".492",".220"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa199032"
"Danny Jansen","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".228",".265",".493",".220"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa738162"
"Ty Ross","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".236",".256",".492",".220"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa550296"
"Josh Ludy","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".230",".261",".491",".219"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa546687"
"Miguel Torres"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".229",".268",".497",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa509440"
"Genaro Andrade"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".228",".267",".496",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa544823"
"Sicnarf Loopstok","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".223",".270",".493",".219"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa737949"
"Daniel Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".230",".266",".496",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa736483"
"Deac Deacon","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".238",".247",".486",".219"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa829636"
"David Lyon","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".225",".264",".489",".218"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa658989"
"Dustin Houle","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".227",".264",".491",".218"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa598106"
"Carlos Leal","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".232",".258",".491",".218"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa658923"
"Kale Sumner","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".233",".248",".481",".218"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa738625"
"Grayson Greiner","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".229",".258",".488",".218"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa828801"
"Shedric Long","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".224",".264",".488",".217"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa738578"
"Jobduan Morales","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".230",".253",".483",".217"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa501573"
"Argenis Raga","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".229",".259",".488",".217"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa596833"
"Juan Kelly","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".230",".255",".485",".216"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa657541"
"Garrett Boulware","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".229",".253",".483",".216"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa602662"
"Alberto Mineo","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".233",".247",".480",".216"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa660295"
"Jesus Montero","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".226",".261",".487",".216"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa506571"
"Alex Murphy","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".227",".259",".486",".216"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa737854"
"Adrian Abreu","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".228",".252",".479",".215"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa554214"
"Stryker Trahan","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".211",".280",".490",".215"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa657920"
"Will Remillard","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".228",".252",".480",".215"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa738192"
"Jose Briceno","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".218",".269",".487",".214"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa548003"
"Oscar Lemus"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".225",".255",".480",".214"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa509465"
"J.T. Watkins","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".222",".263",".485",".214"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa621537"
"Miguel Gomez","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".221",".266",".487",".214"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa657484"
"Hidekel Gonzalez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".223",".260",".483",".214"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa828332"
"Brad Haynal","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".227",".252",".479",".214"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa829192"
"Joshua Lopez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".224",".256",".480",".214"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa736864"
"Arturo Nieto","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".228",".250",".478",".214"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa596241"
"Ali Solis","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".220",".265",".486",".213"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","8848"
