"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Jeremy Lucas","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".285",".331",".616",".272"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa503053"
"Cody Stanley","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".282",".338",".620",".272"," ","70","0.0","0.0"," ","0.0","0.0","0.0","10838"
"Lance Rymel","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".276",".343",".620",".272"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa658653"
"Jayson Hernandez","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".278",".342",".620",".272"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa550163"
"Carson Blair","Athletics","30","27","6","1","0","1","3","3","3","10","0","0","0"," ",".204",".280",".333",".612",".272"," ","71","0.0","-0.1"," ","-1.0","0.6","0.1","5429"
"Bryan Holaday","Tigers","30","28","7","1","0","0","3","3","1","6","0","0","0"," ",".237",".279",".339",".618",".272"," ","67","0.0","-0.1"," ","-1.2","0.6","0.0","11287"
"Anthony Recker","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".270",".352",".622",".271"," ","73","0.0","0.0"," ","0.0","0.0","0.0","4063"
"Stuart Turner","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".285",".325",".611",".271"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa737625"
"Sebastian Valle","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".233",".271",".352",".623",".271"," ","72","0.0","0.0"," ","0.0","0.0","0.0","sa455750"
"Gerwins Velasco","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".285",".328",".613",".271"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa504715"
"Chris O'Dowd","Braves","31","29","7","1","0","0","3","3","2","7","0","1","0"," ",".231",".286",".327",".614",".271"," ","69","0.0","0.0"," ","-1.1","0.6","0.0","sa503377"
"Geovany Soto","Angels","162","146","30","6","0","4","15","16","13","46","1","1","1"," ",".208",".273",".341",".614",".271"," ","73","-0.6","0.2"," ","-5.6","3.6","0.3","3707"
"Francisco Arcia","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".281",".334",".615",".270"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa455908"
"A.J. Jimenez","Blue Jays","31","29","7","2","0","0","3","3","1","6","0","0","0"," ",".236",".276",".340",".617",".270"," ","66","0.0","0.0"," ","-1.2","0.6","0.0","sa454887"
"Carlos Corporan"," ","133","122","26","5","0","3","12","13","7","35","2","1","0"," ",".218",".273",".341",".614",".270"," ","67","-0.3","-0.5"," ","-5.3","2.3","0.1","5587"
"Parker Morin","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".275",".344",".619",".270"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa658263"
"Rene Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".249",".278",".339",".617",".270"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa454693"
"Charlie Valerio","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".279",".333",".613",".270"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa547851"
"Adam Weisenburger","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".291",".312",".603",".270"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa546626"
"Cael Brockmeyer","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".278",".336",".614",".270"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa708438"
"Matt Spring","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".264",".352",".616",".270"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa253802"
"Craig Manuel","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".238",".288",".323",".611",".270"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa577995"
"Jordan Pacheco","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".284",".327",".611",".270"," ","63","0.0","0.0"," ","0.0","0.0","0.0","2677"
"Joel Galarraga"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".284",".326",".610",".269"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa489713"
"Pedro Severino","Nationals","25","23","5","1","0","0","2","2","1","4","0","0","0"," ",".237",".276",".339",".615",".269"," ","66","0.0","0.0"," ","-1.0","0.5","0.0","14523"
"Mitch Canham","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".288",".318",".606",".269"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa389920"
"Alixon Suarez","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".271",".345",".616",".269"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa597001"
"Jeremy Dowdy","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".287",".317",".604",".269"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa621614"
"Xorge Carrillo","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".277",".328",".606",".268"," ","71","0.0","0.0"," ","0.0","0.0","0.0","sa392212"
"Trent Woodward","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".277",".333",".609",".268"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa827146"
"Ryan Ortiz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".290",".305",".595",".268"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa501529"
"Luis Flores","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".281",".321",".602",".268"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa454795"
"Adam Moore","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".271",".339",".611",".268"," ","66","0.0","0.0"," ","0.0","0.0","0.0","9362"
"Benjamin Turner","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".245",".287",".317",".604",".267"," ","72","0.0","0.0"," ","0.0","0.0","0.0","sa658602"
"John Buck","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".277",".328",".605",".267"," ","70","0.0","0.0"," ","0.0","0.0","0.0","2041"
"Marcus Littlewood","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".273",".333",".606",".267"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa548261"
"Alex Monsalve","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".274",".334",".608",".267"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa505988"
"Luis Sanz","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".282",".321",".603",".267"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa505065"
"Max Stassi","Astros","165","152","32","6","1","4","16","17","9","46","2","1","1"," ",".213",".262",".349",".611",".267"," ","65","0.0","0.1"," ","-6.7","3.6","0.3","10059"
"Chris Wallace","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".271",".336",".607",".267"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa526346"
"Mitch Garver","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".285",".312",".597",".267"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa578988"
"Kyle Farmer","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".241",".278",".331",".609",".266"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa620958"
"Griff Erickson","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".279",".324",".603",".266"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa327827"
"Jose Mayorga","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".283",".316",".599",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa546526"
"Willians Astudillo","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".254",".279",".330",".609",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa504866"
"Micah Gibbs","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".281",".321",".602",".266"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa526442"
"Sandy Leon","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".285",".315",".601",".266"," ","60","0.0","0.0"," ","0.0","0.0","0.0","5273"
"Dallas Tarleton","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".278",".323",".601",".266"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa502006"
"Jeff Howell","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".271",".335",".606",".265"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa291733"
"Jacob Stallings","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".276",".323",".599",".265"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa526927"
"Julio Morillo","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".270",".333",".604",".265"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa546504"
"Austin Wynns","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".280",".318",".598",".265"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa707785"
"Brett Booth","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".267",".334",".601",".264"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa709013"
"Tyler Marlette","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".265",".339",".604",".264"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa597836"
"Tony Cruz","Royals","73","68","15","3","0","1","6","7","4","15","1","1","0"," ",".227",".272",".330",".602",".264"," ","62","-0.1","0.1"," ","-3.3","1.6","0.1","2802"
"Chris Hoo","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".277",".319",".596",".264"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa829425"
"Jake Lowery","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".270",".325",".595",".264"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa597837"
"Kellin Deglan","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".258",".345",".603",".264"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa548189"
"Erick Castillo","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".271",".331",".602",".264"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa658211"
"Daniel Bethea","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".272",".328",".600",".264"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa738923"
"Luis Cruz","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".271",".329",".599",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa597025"
"Juan Graterol","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".269",".332",".601",".263"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa392987"
"Matt Koch","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".275",".319",".594",".263"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa526326"
"Abel Baker","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".271",".331",".602",".263"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa599395"
"Brian Jeroloman","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".294",".287",".581",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa326780"
"John Hicks","Twins","30","28","7","1","0","0","3","3","1","7","0","1","0"," ",".231",".271",".327",".598",".263"," ","62","0.0","0.1"," ","-1.4","0.7","0.0","12547"
"Rene Rivera","Rays","122","112","24","5","0","3","11","11","7","30","1","1","0"," ",".218",".265",".336",".601",".263"," ","66","-0.3","0.7"," ","-5.1","3.3","0.2","3648"
"Parker Berberet","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".271",".325",".596",".263"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa546748"
"J.P. Arencibia","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".239",".369",".608",".263"," ","66","0.0","0.0"," ","0.0","0.0","0.0","697"
"Juan Centeno","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".243",".283",".312",".595",".263"," ","58","0.0","0.0"," ","0.0","0.0","0.0","7168"
"Guillermo Quiroz","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".272",".324",".596",".262"," ","69","0.0","0.0"," ","0.0","0.0","0.0","7989"
"Humberto Quintero","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".263",".339",".602",".262"," ","66","0.0","0.0"," ","0.0","0.0","0.0","1824"
"Jeremy Rodriguez","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".283",".304",".587",".262"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa579554"
"Tyler Latorre","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".280",".307",".587",".262"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa326461"
"Ronnie Freeman","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".276",".318",".595",".262"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa658013"
"Kawika Emsley-Pai","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".285",".297",".582",".262"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa548473"
"Oscar Hernandez","Diamondbacks","62","58","13","3","0","1","5","6","3","15","1","1","0"," ",".219",".265",".331",".597",".262"," ","57","0.0","0.0"," ","-3.1","1.3","0.0","13490"
"Yovan Gonzalez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".271",".322",".593",".262"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa502678"
"Jack Murphy","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".269",".321",".590",".262"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa502520"
"Jhonatan Solano","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".269",".329",".598",".262"," ","61","0.0","0.0"," ","0.0","0.0","0.0","7515"
"Tuffy Gosewisch","Diamondbacks","42","39","9","2","0","1","3","4","2","8","0","0","0"," ",".225",".264",".333",".597",".261"," ","57","-0.1","0.2"," ","-2.2","1.1","0.0","5277"
"Miguel Olivo","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".256",".342",".599",".261"," ","65","0.0","0.0"," ","0.0","0.0","0.0","1638"
"Kyle Knudson","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".277",".313",".590",".261"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa546859"
"Lars Davis","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".270",".326",".596",".261"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","sa390233"
"Luke Maile","Rays","18","16","4","1","0","0","2","1","1","3","0","0","0"," ",".219",".276",".311",".587",".261"," ","65","0.0","0.0"," ","-0.7","0.4","0.0","13355"
"Stephen Mcgee","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".283",".300",".583",".261"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa737919"
"Matt Pagnozzi","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".269",".325",".594",".261"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","6046"
"Jose Felix"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".236",".265",".331",".596",".261"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa447630"
"Santiago Nessy","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".266",".327",".592",".261"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa547792"
"Zach Zaneski","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".268",".322",".591",".260"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa455900"
"Ryan Mccurdy","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".272",".312",".585",".260"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa550221"
"Tyson Blaser","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".271",".316",".587",".260"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa546852"
"Blake Forsythe","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".260",".329",".589",".260"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa548202"
"Kai Gronauer","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".264",".325",".589",".260"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa456436"
"Bryan Anderson","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".271",".313",".584",".259"," ","63","0.0","0.0"," ","0.0","0.0","0.0","9871"
"Tony Wolters","Indians","6","6","1","0","0","0","1","0","0","1","0","0","0"," ",".220",".278",".304",".582",".259"," ","61","0.0","0.0"," ","-0.3","0.1","0.0","sa548197"
"Jairo Rodriguez","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".230",".272",".315",".587",".259"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa634679"
"Alex Lavisky","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".262",".326",".588",".259"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa548434"
"Dante Rosenberg","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".261",".329",".590",".259"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa741869"
"Austin Hedges","Padres","192","178","39","8","1","3","15","17","10","38","1","1","1"," ",".218",".264",".326",".590",".258"," ","64","0.2","0.3"," ","-7.9","4.3","0.2","12976"
"Luis Sierra","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".268",".317",".585",".258"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa450821"
"Webster Rivas","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".229",".268",".320",".587",".258"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa547912"
"Zane Evans","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".259",".331",".590",".258"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa708968"
"Casey Rasmus","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".269",".317",".586",".258"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa598550"
"Beau Taylor","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".278",".296",".574",".258"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa577780"
"Jose Gil","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".269",".312",".581",".258"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa294329"
"Audry Perez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".235",".261",".328",".589",".257"," ","60","0.0","0.0"," ","0.0","0.0","0.0","9176"
"Trevor Brown","Giants","30","28","6","1","0","0","2","2","2","5","0","0","0"," ",".230",".275",".305",".580",".257"," ","66","0.0","0.0"," ","-1.2","0.6","0.0","13895"
"Anderson De La Rosa","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".260",".326",".586",".257"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","sa254509"
"Phillip Pohl","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".259",".327",".586",".257"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa526886"
"Brian Ward","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".279",".294",".573",".257"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa502524"
"Bruce Maxwell","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".279",".296",".575",".257"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa657933"
"Austin Chubb","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".262",".320",".582",".256"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa658599"
"David Ross","Cubs","137","122","24","5","0","3","12","13","13","45","1","1","1"," ",".197",".275",".316",".591",".256"," ","57","-0.3","0.3"," ","-7.2","3.2","0.0","1551"
"Pierce Rankin","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".258",".323",".581",".256"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa549523"
"Chadd Krist","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".261",".318",".579",".255"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa579540"
"Wilfredo Rodriguez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".266",".314",".580",".255"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa658032"
"Brett Hayes","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".244",".342",".587",".255"," ","58","0.0","0.0"," ","0.0","0.0","0.0","4293"
"Jamie Ritchie","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".285",".275",".560",".255"," ","57","0.0","0.0"," ","-0.1","0.0","0.0","sa829058"
"Aaron Munoz","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".262",".315",".577",".255"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa546784"
"Jordan Weems","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".272",".300",".572",".254"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa597862"
"Zach Wright","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".268",".302",".570",".254"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa577954"
"Matt Kennelly","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".276",".292",".568",".254"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa390294"
"Wilfredo Gimenez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".265",".313",".578",".254"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa504051"
"Ryan Lipkin","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".260",".316",".576",".253"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa503519"
"William Russell","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".259",".318",".577",".253"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa658894"
"Arturo Rodriguez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".260",".318",".578",".253"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa688986"
"Logan Moore","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".264",".306",".570",".253"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa598265"
"Bobby Wilson","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".269",".300",".569",".252"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","6564"
"Jackson Williams","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".270",".295",".565",".252"," ","62","0.0","0.0"," ","0.0","0.0","0.0","8524"
"Jeff Arnold","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".262",".306",".568",".252"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa549361"
"Martin Medina","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".264",".304",".568",".252"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa599196"
"Victor Caratini","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".270",".295",".565",".252"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa737618"
"Kyle Skipworth","Reds","31","29","5","1","0","1","3","3","2","12","0","0","0"," ",".183",".236",".339",".575",".252"," ","52","0.0","0.0"," ","-1.7","0.6","0.0","5298"
"Drew Butera","Royals","41","37","8","2","0","1","4","3","3","9","0","1","0"," ",".208",".264",".303",".567",".251"," ","53","0.0","0.1"," ","-2.2","1.0","0.0","3411"
"Craig Albernaz","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".262",".307",".569",".251"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa328612"
"Cameron Gallagher","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".263",".304",".567",".251"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa597771"
"Lucas Bailey","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".251",".320",".571",".251"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa501447"
"Justin O'Conner","Rays","12","12","2","1","0","0","1","1","0","3","0","0","0"," ",".213",".243",".332",".575",".250"," ","57","0.0","0.0"," ","-0.6","0.3","0.0","sa548314"
"Pat Cantwell","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".266",".295",".561",".250"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa602546"
"Jeff Mathis","Marlins","131","119","24","5","1","2","10","11","9","37","1","1","0"," ",".201",".258",".312",".571",".250"," ","53","-0.2","0.9"," ","-7.3","3.7","0.0","3448"
"Jose Yepez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".263",".298",".561",".249"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa209508"
"Steven Rodriguez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".269",".289",".559",".249"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa598488"
"Sharif Othman","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".258",".308",".566",".249"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa578858"
"Nelfi Zapata","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".261",".297",".558",".248"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa502056"
"Jacob Nottingham","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".252",".315",".567",".248"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa737809"
"Chad Wallach","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".268",".287",".555",".248"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa550207"
"Anthony Bemboom","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".255",".307",".562",".248"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa579274"
"Cesar Tapia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".257",".309",".566",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa508485"
"Gabriel Lino","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".253",".310",".563",".247"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa548048"
