"","name","Team","position","playerid","IP","ERA","WHIP","SV","W","K","marginal.total.points","dollar.value","status"
"566","Casey Sadler","Pirates","pitcher","11209",107.7,4.76,1.36,0,6,65,-2.28,-6.28,""
"567","Jim Miller","Yankees","pitcher","7458",62,4.65,1.27,0,3,53,-2.28,-6.29,""
"568","Hector Neris","Phillies","pitcher","11804",75.7,4.4,1.37,0,3,71,-2.29,-6.31,""
"569","Boone Logan","Rockies","pitcher","5525",35.3,4.08,1.33,0,3,40,-2.29,-6.32,""
"570","Mike Hauschild","Astros","pitcher","sa621613",123.7,4.8,1.42,0,7,86,-2.3,-6.33,""
"571","Dillon Overton","Athletics","pitcher","sa549743",88.7,4.57,1.33,0,4,61,-2.31,-6.35,""
"572","Robbie Erlin","Padres","pitcher","10354",124.3,4.92,1.36,0,5,96,-2.31,-6.37,""
"573","Blake Logan","Marlins","pitcher","sa658236",72.3,4.48,1.38,0,4,60,-2.32,-6.37,""
"574","Mitchell Lambson","Braves","pitcher","sa577012",58.3,4.32,1.34,0,3,53,-2.32,-6.39,""
"575","Jeanmar Gomez","Phillies","pitcher","9033",66.3,4.07,1.36,2,2,47,-2.32,-6.4,""
"576","Rob Scahill","Pirates","pitcher","9286",60.7,4.01,1.35,0,3,47,-2.33,-6.4,""
"577","Fernando Abad","Twins","pitcher","4994",50,3.96,1.28,0,2,45,-2.33,-6.41,""
"578","Marcus Hatley","Cardinals","pitcher","4002",52.7,4.1,1.41,0,4,43,-2.33,-6.42,""
"579","Jon Edwards","Padres","pitcher","1483",53.7,3.69,1.45,0,2,65,-2.33,-6.42,""
"580","Scott Baker","Dodgers","pitcher","6176",72,4.75,1.24,0,3,51,-2.33,-6.43,""
"581","Adalberto Mejia","Giants","pitcher","sa596976",77.3,4.42,1.41,0,5,54,-2.34,-6.43,""
"582","Juan Gonzalez","Dodgers","pitcher","sa504209",54.7,3.95,1.43,0,4,43,-2.34,-6.45,""
"583","Blake Mcfarland","Blue Jays","pitcher","sa598555",53.7,4.53,1.34,0,3,55,-2.34,-6.45,""
"584","Kyle Zimmer","Royals","pitcher","sa621583",56.3,4.47,1.37,0,4,47,-2.35,-6.46,"drafted"
"585","Aaron Harang"," ","pitcher","1451",148,4.74,1.42,0,7,100,-2.35,-6.48,""
"586","Mike Foltynewicz","Braves","pitcher","10811",114,4.66,1.46,0,5,106,-2.35,-6.48,""
"587","Ross Stripling","Dodgers","pitcher","sa598259",96.7,4.66,1.39,0,5,70,-2.37,-6.52,""
"588","Brett Bochy","Giants","pitcher","11867",59.3,3.94,1.37,0,3,46,-2.37,-6.52,""
"589","Tyler Wagner","Diamondbacks","pitcher","13796",137.7,4.84,1.45,0,8,96,-2.37,-6.53,""
"590","Kevin Ziomek","Tigers","pitcher","sa549113",128,4.85,1.49,0,8,102,-2.37,-6.53,""
"591","Tom Layne","Red Sox","pitcher","7501",55.7,3.88,1.42,0,3,51,-2.38,-6.54,""
"592","Elvis Araujo","Phillies","pitcher","12854",46.7,4.05,1.41,0,3,49,-2.38,-6.55,""
"593","Jaye Chapman","Cubs","pitcher","9096",49,4.41,1.43,0,4,48,-2.39,-6.57,""
"594","Dayan Diaz","Red Sox","pitcher","sa549700",63.3,3.98,1.37,0,2,60,-2.39,-6.58,""
"595","Armando Rivero","Cubs","pitcher","sa739701",53.3,4.05,1.37,0,2,58,-2.39,-6.59,""
"596","Jake Barrett","Diamondbacks","pitcher","sa501237",56.3,4.15,1.37,0,3,49,-2.39,-6.59,""
"597","Dana Eveland","Braves","pitcher","5508",69.7,4.13,1.36,0,3,52,-2.39,-6.59,""
"598","Rookie Davis","Reds","pitcher","sa599174",122.7,5.06,1.4,0,6,100,-2.4,-6.59,""
"599","Chris Withrow","Braves","pitcher","7161",29.3,3.68,1.36,1,2,34,-2.4,-6.6,""
"600","Evan Meek","Orioles","pitcher","5109",67,4.3,1.45,0,5,48,-2.4,-6.61,""
"601","Kyle Drabek","White Sox","pitcher","4359",103.7,4.69,1.41,0,6,68,-2.4,-6.61,""
"602","Eric Surkamp","Dodgers","pitcher","2540",100.3,4.84,1.38,0,5,76,-2.4,-6.61,""
"603","Miguel Castro","Rockies","pitcher","15684",60.3,4.62,1.44,0,5,50,-2.4,-6.61,""
"604","Joe Jimenez","Tigers","pitcher","sa740519",35.3,4.33,1.33,0,3,38,-2.41,-6.64,""
"605","Brandon Cumpton","Pirates","pitcher","11366",111.3,4.37,1.44,0,6,67,-2.41,-6.64,""
"606","Alfredo Simon"," ","pitcher","2155",155.7,4.91,1.42,0,9,90,-2.41,-6.65,""
"607","Aaron Kurcz","Athletics","pitcher","sa549903",55,4.25,1.49,0,4,56,-2.42,-6.67,""
"608","Wilfredo Boscan","Pirates","pitcher","sa455657",95.3,4.34,1.41,0,5,58,-2.42,-6.67,""
"609","Michael Fulmer","Tigers","pitcher","sa597764",114.7,4.94,1.43,0,6,95,-2.42,-6.67,"drafted"
"610","Cory Gearrin","Giants","pitcher","7947",36.7,3.68,1.28,0,2,34,-2.43,-6.7,""
"611","Christopher Perry","Cardinals","pitcher","sa658337",58.7,4.3,1.48,0,4,58,-2.43,-6.7,""
"612","Sam LeCure","Reds","pitcher","4664",64.7,4.31,1.36,0,3,53,-2.44,-6.72,""
"613","Dylan Axelrod","Reds","pitcher","9303",120,4.88,1.39,0,6,82,-2.44,-6.72,""
"614","Noe Ramirez","Red Sox","pitcher","12800",62,4.06,1.39,0,3,50,-2.44,-6.73,""
"615","Cesar Jimenez","Brewers","pitcher","3762",69.3,4.28,1.37,0,3,56,-2.44,-6.73,""
"616","Edwin Quirarte","Giants","pitcher","sa454556",67.3,4.14,1.4,0,4,44,-2.44,-6.73,""
"617","Jaron Long","Yankees","pitcher","sa706969",143.3,5.27,1.37,0,8,92,-2.45,-6.75,""
"618","Alexi Ogando","Red Sox","pitcher","10261",52.3,3.96,1.34,0,2,48,-2.45,-6.75,""
"619","Nick Hagadone","Indians","pitcher","1351",42.3,4.04,1.35,0,2,48,-2.46,-6.76,""
"620","Michael Montgomery","Mariners","pitcher","4869",129,4.67,1.43,0,6,91,-2.46,-6.78,""
"621","Chin-hui Tsao","Dodgers","pitcher","1776",45,4.4,1.29,0,2,48,-2.46,-6.78,""
"622","Alex Meyer","Twins","pitcher","12833",100,4.59,1.5,0,5,96,-2.47,-6.79,""
"623","Buddy Carlyle","Mets","pitcher","2010",25.3,3.55,1.18,0,2,24,-2.47,-6.8,""
"624","Nick Tepesch","Rangers","pitcher","11716",106,4.75,1.39,0,6,63,-2.47,-6.8,""
"625","Madison Younginer","Red Sox","pitcher","sa501522",64.3,4.2,1.45,0,4,52,-2.47,-6.81,""
"626","Shae Simmons","Braves","pitcher","14200",34,3.18,1.29,0,1,38,-2.47,-6.81,""
"627","Matt Thornton"," ","pitcher","1918",32,3.38,1.22,0,2,22,-2.48,-6.83,""
"628","Josh Edgin","Mets","pitcher","10796",31,3.48,1.29,0,2,30,-2.48,-6.83,""
"629","Bo Schultz","Blue Jays","pitcher","5028",59.3,4.25,1.3,0,2,49,-2.48,-6.84,""
"630","T.J. McFarland","Orioles","pitcher","3237",78,4.27,1.4,0,4,52,-2.48,-6.84,""
"631","Dan Jennings","White Sox","pitcher","8073",57.3,3.92,1.38,0,2,53,-2.49,-6.85,""
"632","Luke Jackson","Rangers","pitcher","11752",89.7,4.52,1.46,0,4,84,-2.49,-6.85,""
"633","Yohander Mendez","Rangers","pitcher","sa657666",55.7,4.53,1.33,0,3,47,-2.49,-6.85,""
"634","Ramon Troncoso","White Sox","pitcher","4685",42.7,4.01,1.31,0,3,28,-2.5,-6.87,""
"635","Adam Miller","Diamondbacks","pitcher","sa738543",59,4.27,1.42,0,4,44,-2.5,-6.87,""
"636","Adam Miller","Diamondbacks","pitcher","sa738543",59,4.27,1.42,0,4,44,-2.5,-6.87,""
"637","Tim Collins","Royals","pitcher","3164",47,4.21,1.4,0,3,45,-2.5,-6.88,""
"638","Tayron Guerrero","Padres","pitcher","sa551046",54,4.17,1.44,0,3,54,-2.5,-6.89,""
"639","Ryan Buchter","Padres","pitcher","9456",54.7,3.79,1.48,0,2,64,-2.5,-6.89,""
"640","Mayckol Guaipe","Mariners","pitcher","11663",66,4.36,1.3,0,2,53,-2.5,-6.89,""
"641","Justin Wright","Cardinals","pitcher","sa526239",58,3.88,1.36,0,2,48,-2.5,-6.89,""
"642","Joel Peralta","Mariners","pitcher","2332",39.3,4.35,1.25,0,2,38,-2.52,-6.93,""
"643","Marc Rzepczynski","Athletics","pitcher","6612",47,3.83,1.36,0,2,43,-2.52,-6.95,""
"644","Luis Cruz","Astros","pitcher","sa454687",114.3,4.88,1.43,0,5,99,-2.52,-6.95,""
"645","Brian Broderick","Nationals","pitcher","3773",59,4.27,1.37,0,4,34,-2.53,-6.95,""
"646","Ryan Kelly","Braves","pitcher","4858",55,4.42,1.38,0,3,50,-2.53,-6.95,""
"647","Yhonathan Barrios","Brewers","pitcher","11166",65,4.43,1.4,0,4,47,-2.53,-6.96,""
"648","Ricky Nolasco","Twins","pitcher","3830",105.7,4.94,1.39,0,5,81,-2.54,-6.99,""
"649","A.J. Morris","Pirates","pitcher","sa501212",74.7,4.34,1.39,0,3,60,-2.54,-7,""
"650","Raudel Lazo","Marlins","pitcher","14077",25.3,3.55,1.22,0,2,23,-2.55,-7.01,""
"651","Chris Narveson","Marlins","pitcher","2141",78,4.62,1.4,0,4,61,-2.55,-7.01,""
"652","John Gast","Cardinals","pitcher","11133",88.7,4.57,1.42,0,5,59,-2.55,-7.03,""
"653","Blake Smith","Padres","pitcher","sa500814",50.3,4.11,1.45,0,3,49,-2.56,-7.03,""
"654","Jason Stoffel","Astros","pitcher","sa501226",60.7,4.45,1.45,0,4,52,-2.56,-7.05,""
"655","Matt Buschmann","Reds","pitcher","sa327840",123.3,4.96,1.46,0,7,95,-2.57,-7.07,""
"656","Robbie Ross","Red Sox","pitcher","6819",53.3,4.05,1.35,0,2,46,-2.57,-7.07,""
"657","Cesar Ramos","Rangers","pitcher","3357",60,4.05,1.35,0,2,48,-2.57,-7.08,""
"658","James Pazos","Yankees","pitcher","13323",53.3,4.22,1.37,0,2,53,-2.57,-7.08,""
"659","Sean Nolin","Athletics","pitcher","11341",88.7,4.67,1.41,0,4,72,-2.57,-7.08,""
"660","Jordan Lyles","Rockies","pitcher","7593",106.3,4.66,1.44,0,6,69,-2.57,-7.09,""
"661","Jim Henderson","Brewers","pitcher","6653",35.7,4.29,1.32,0,2,40,-2.59,-7.13,""
"662","John Holdzkom","Pirates","pitcher","9392",31,3.48,1.42,0,2,36,-2.59,-7.14,""
"663","Jared Burton","Twins","pitcher","8346",37,4.38,1.35,0,3,32,-2.6,-7.16,""
"664","Clayton Richard","Cubs","pitcher","3551",67,4.57,1.34,0,4,37,-2.61,-7.17,""
"665","Jeffrey Inman","Pirates","pitcher","sa328057",32,3.66,1.28,0,2,25,-2.61,-7.18,""
"666","Jimmie Sherfy","Diamondbacks","pitcher","sa737897",52.7,4.44,1.42,0,3,51,-2.61,-7.18,""
"667","Sammy Solis","Nationals","pitcher","11457",44.3,3.86,1.31,0,2,32,-2.61,-7.19,""
"668","Joba Chamberlain","Royals","pitcher","2692",49,4.22,1.35,0,2,46,-2.61,-7.2,""
"669","Ryan Verdugo","Royals","pitcher","9154",68.3,4.48,1.45,0,4,56,-2.62,-7.21,""
"670","Bobby LaFromboise","Phillies","pitcher","7758",60.7,4.6,1.38,1,2,57,-2.62,-7.21,""
"671","Juan Gutierrez","Giants","pitcher","3265",58.7,4.14,1.33,0,2,44,-2.62,-7.22,""
"672","Nick Burdi","Twins","pitcher","sa599297",48,4.69,1.5,0,4,51,-2.62,-7.22,""
"673","Ryan Cook","Mariners","pitcher","8855",54,4.5,1.41,0,3,51,-2.63,-7.23,""
"674","Thomas Lee","Cardinals","pitcher","sa659442",99,4.91,1.34,0,5,55,-2.63,-7.24,""
"675","James Russell","Cubs","pitcher","4089",48.3,4.1,1.32,0,2,38,-2.63,-7.25,""
"676","Austin Adams","Indians","pitcher","7411",51,4.41,1.41,0,3,46,-2.64,-7.27,""
"677","Austin Adams","Indians","pitcher","7411",51,4.41,1.41,0,3,46,-2.64,-7.27,""
"678","Esmil Rogers","Yankees","pitcher","6317",114,4.74,1.4,0,4,88,-2.65,-7.29,""
"679","Carlos Contreras","Reds","pitcher","10386",73.3,4.54,1.54,2,3,74,-2.65,-7.29,""
"680","Joe Thatcher","Indians","pitcher","4620",30.3,3.86,1.32,0,2,29,-2.66,-7.31,""
"681","Jason Gurka","Rockies","pitcher","8007",61,4.43,1.38,0,3,47,-2.66,-7.32,""
"682","Diego Moreno","Yankees","pitcher","6238",54,4.5,1.37,0,3,43,-2.66,-7.32,""
"683","Preston Guilmet","Brewers","pitcher","7303",57.7,4.68,1.35,0,3,46,-2.67,-7.35,""
"684","Adam Wilk","Angels","pitcher","8421",140,5.01,1.4,0,7,86,-2.67,-7.36,""
"685","Zack Jones","Brewers","pitcher","sa502134",39,4.38,1.49,0,3,45,-2.67,-7.36,""
"686","Ray Black","Giants","pitcher","sa579473",28.7,3.77,1.47,0,2,39,-2.68,-7.37,""
"687","Michael Bowden","Cubs","pitcher","4440",76.7,4.58,1.42,0,4,56,-2.69,-7.4,""
"688","Blake Parker","Cubs","pitcher","5224",31.7,3.69,1.29,0,1,35,-2.69,-7.4,""
"689","Mitch Lively","Nationals","pitcher","sa390254",86.3,4.38,1.47,0,4,68,-2.69,-7.4,""
"690","Johnny Barbato","Yankees","pitcher","sa548328",52.7,4.61,1.42,0,3,51,-2.69,-7.4,""
"691","Daniel Burawa","Braves","pitcher","11397",68.7,4.19,1.44,0,2,67,-2.69,-7.4,""
"692","Andre Rienzo","Marlins","pitcher","3507",112.7,4.55,1.46,0,5,82,-2.69,-7.41,""
"693","Drew Rucinski","Angels","pitcher","12499",105,4.8,1.44,0,5,81,-2.69,-7.42,""
"694","Jeremy Affeldt","Giants","pitcher","583",39,3.92,1.31,0,2,28,-2.7,-7.43,""
"695","Wesley Wright","Angels","pitcher","5960",40.7,3.98,1.35,0,2,34,-2.7,-7.43,""
"696","Zach Stewart","Red Sox","pitcher","7397",133,4.8,1.41,0,6,82,-2.7,-7.45,""
"697","Robert Stephenson","Reds","pitcher","sa597792",126.3,5.27,1.51,0,7,127,-2.71,-7.45,""
"698","Adam Parks","Rangers","pitcher","sa829657",55,4.75,1.38,0,3,49,-2.71,-7.45,""
"699","Jeff Hoffman","Blue Jays","pitcher","sa709602",117.3,4.76,1.47,0,6,87,-2.71,-7.46,""
"700","Greg Burke","Mets","pitcher","6282",56.7,4.61,1.38,0,2,59,-2.71,-7.46,""
"701","Nate Adcock","Reds","pitcher","3282",39.7,4.08,1.36,0,2,36,-2.71,-7.47,""
"702","Brian Duensing","Twins","pitcher","4064",49.7,4.17,1.39,0,3,33,-2.72,-7.48,""
"703","R.J. Alvarez","Athletics","pitcher","13401",54.7,4.28,1.43,0,2,57,-2.72,-7.49,""
"704","Josh Smoker","Mets","pitcher","sa389911",49,4.04,1.37,0,1,52,-2.72,-7.49,""
"705","Shaun Marcum","Indians","pitcher","6204",69,4.96,1.38,0,4,52,-2.73,-7.5,""
"706","Jorge Lopez","Brewers","pitcher","14527",133,5.28,1.46,0,7,116,-2.73,-7.52,""
"707","Steve Johnson","Orioles","pitcher","4053",74.7,4.82,1.47,0,4,71,-2.73,-7.52,""
"708","Cody Martin","Mariners","pitcher","12182",127.7,5.01,1.48,0,6,114,-2.73,-7.53,""
"709","Frank Herrmann","Indians","pitcher","7960",42.3,4.46,1.32,0,2,38,-2.74,-7.54,""
"710","Juan Jaime","Braves","pitcher","6127",45,3.8,1.56,0,2,57,-2.74,-7.54,""
"711","Jhan Marinez","White Sox","pitcher","5830",59.3,4.55,1.45,0,3,57,-2.74,-7.55,""
"712","Dale Thayer","Padres","pitcher","5032",49.7,4.71,1.37,0,3,41,-2.74,-7.55,""
"713","Taylor Rogers","Twins","pitcher","sa503168",143.7,4.95,1.45,0,8,90,-2.74,-7.55,""
"714","Taylor Rogers","Twins","pitcher","sa503168",143.7,4.95,1.45,0,8,90,-2.74,-7.55,""
"715","Stephen Shackleford","Phillies","pitcher","sa549913",57.7,4.21,1.47,0,3,50,-2.74,-7.56,""
"716","Sean Donatello","Marlins","pitcher","sa599283",45.7,4.14,1.34,0,2,35,-2.75,-7.56,""
"717","Josh Johnson"," ","pitcher","4567",69,4.43,1.43,0,3,57,-2.75,-7.57,""
"718","Adrian Salcedo","Twins","pitcher","sa504003",48.3,4.47,1.41,0,3,40,-2.75,-7.57,""
"719","Ethan Martin","Phillies","pitcher","3877",55,4.09,1.38,0,2,43,-2.75,-7.57,""
"720","Michael Kohn","Braves","pitcher","8505",36.7,3.93,1.45,0,2,40,-2.75,-7.57,""
"721","Cody Satterwhite","Mets","pitcher","sa454441",55,4.25,1.4,0,2,50,-2.75,-7.58,""
"722","David Paulino","Astros","pitcher","sa601330",53,4.58,1.4,0,3,44,-2.76,-7.59,""
"723","Troy Patton","Padres","pitcher","8368",33.7,3.74,1.25,0,1,28,-2.76,-7.6,""
"724","Craig Breslow","Red Sox","pitcher","4363",57,4.11,1.37,0,2,42,-2.76,-7.61,""
"725","Jim Fuller","Athletics","pitcher","sa455447",48,3.94,1.44,0,2,44,-2.77,-7.63,""
"726","Chris Martin","Yankees","pitcher","11847",51.3,4.38,1.36,0,2,44,-2.77,-7.63,""
"727","Ronald Belisario","Rays","pitcher","2203",53,4.58,1.43,0,4,35,-2.78,-7.64,""
"728","Kirby Yates","Yankees","pitcher","9073",53.7,4.53,1.42,0,2,58,-2.78,-7.64,""
"729","Austin House","Rockies","pitcher","sa502193",59.7,4.53,1.46,0,4,44,-2.78,-7.65,""
"730","Stolmy Pimentel","Rangers","pitcher","6415",91.3,4.53,1.42,0,3,73,-2.78,-7.65,""
"731","Mike Adams","Phillies","pitcher","1937",19.3,3.72,1.29,0,2,18,-2.78,-7.66,""
"732","Mike Adams","Phillies","pitcher","1937",19.3,3.72,1.29,0,2,18,-2.78,-7.66,""
"733","Dylan Bundy","Orioles","pitcher","12917",35,4.11,1.34,0,2,29,-2.79,-7.67,""
"734","Heath Wyatt","Cardinals","pitcher","sa599387",67.7,4.26,1.39,0,3,41,-2.79,-7.68,""
"735","Vance Worley","Orioles","pitcher","6435",114.3,5.12,1.4,0,6,75,-2.8,-7.69,"drafted"
"736","Seth Lugo","Mets","pitcher","sa599698",106,5.09,1.41,0,4,94,-2.8,-7.7,""
"737","Andrew Schugel","Pirates","pitcher","11432",116.7,4.63,1.43,0,5,74,-2.8,-7.71,""
"738","Colt Hynes","Blue Jays","pitcher","7560",53.7,4.53,1.34,0,2,44,-2.81,-7.73,""
"739","Randy Choate"," ","pitcher","813",26.7,3.71,1.2,0,1,22,-2.81,-7.74,""
"740","Drew VerHagen","Tigers","pitcher","13424",61.3,4.4,1.45,0,4,38,-2.82,-7.76,""
"741","Edgar Ibarra","Angels","pitcher","5195",64,4.5,1.48,0,3,61,-2.82,-7.76,""
"742","Layne Somsen","Reds","pitcher","sa738315",55.3,4.23,1.43,0,2,51,-2.82,-7.77,""
"743","Andrew Faulkner","Rangers","pitcher","12982",109.7,4.92,1.5,0,6,91,-2.83,-7.78,""
"744","John Fasola","Rangers","pitcher","sa550022",43.7,4.53,1.35,0,2,39,-2.83,-7.79,""
"745","Jeff Beliveau","Rays","pitcher","8504",29.7,3.64,1.35,0,1,32,-2.83,-7.8,""
"746","Javier Lopez","Giants","pitcher","1663",31.3,3.45,1.28,0,1,23,-2.84,-7.82,""
"747","Scott Oberg","Rockies","pitcher","13911",54,4.67,1.46,1,3,43,-2.84,-7.82,""
"748","Rudy Owens","Astros","pitcher","5226",80.3,4.93,1.42,0,5,51,-2.84,-7.82,""
"749","Ernesto Frieri","Rays","pitcher","5178",48.3,4.84,1.41,0,2,56,-2.84,-7.82,""
"750","Matt Ramsey","Marlins","pitcher","sa577883",43.7,3.92,1.49,0,2,44,-2.84,-7.83,""
"751","Antonio Senzatela","Rockies","pitcher","sa657576",135,5.07,1.45,0,8,83,-2.85,-7.85,""
"752","Eury De la Rosa","Diamondbacks","pitcher","4055",67,4.43,1.48,0,3,60,-2.85,-7.85,""
"753","Scott Rice","Mets","pitcher","2743",32.3,3.9,1.45,0,2,32,-2.85,-7.85,""
"754","Brad Lincoln","Phillies","pitcher","4241",76.3,4.6,1.49,0,4,63,-2.86,-7.88,""
"755","Chris Volstad","Pirates","pitcher","9901",133.3,4.59,1.44,0,6,73,-2.87,-7.89,""
"756","Trey Haley","Pirates","pitcher","sa456039",44.7,4.23,1.52,0,3,41,-2.87,-7.89,""
"757","Kevin Chapman","Astros","pitcher","11240",63,4.29,1.49,0,2,66,-2.87,-7.9,""
"758","Pat Venditte","Blue Jays","pitcher","7108",44.3,4.67,1.35,0,2,40,-2.87,-7.91,""
"759","Scott Alexander","Royals","pitcher","10591",66.3,4.48,1.45,1,3,45,-2.87,-7.91,""
"760","Brandon Cunniff","Braves","pitcher","11509",47,4.21,1.47,0,2,48,-2.88,-7.92,""
"761","Andrew Bellatti","Rays","pitcher","10657",73,5.05,1.38,0,3,63,-2.88,-7.93,""
"762","Ryan Mattheus","Reds","pitcher","7169",57.3,4.4,1.36,0,2,42,-2.88,-7.93,""
"763","Thomas Shirley","Astros","pitcher","sa548448",67,4.7,1.4,0,3,51,-2.88,-7.94,""
"764","Tanner Scheppers","Rangers","pitcher","10267",49.7,4.53,1.45,0,3,41,-2.89,-7.95,""
"765","Travis Blackley","Rangers","pitcher","3234",54,4.67,1.39,0,3,38,-2.9,-7.98,""
"766","Adam Loewen","Phillies","pitcher","2134",82.3,4.37,1.52,0,3,78,-2.9,-7.99,""
"767","J.R. Graham","Twins","pitcher","12042",49.3,4.2,1.4,0,2,38,-2.91,-8,""
"768","Guido Knudson","Tigers","pitcher","12669",65.3,4.27,1.44,0,2,56,-2.91,-8,""
"769","Scott Barnes","Indians","pitcher","8718",48,4.88,1.42,0,3,42,-2.91,-8.01,""
"770","David Aardsma","Braves","pitcher","1902",43.3,4.57,1.41,0,2,43,-2.91,-8.01,""
"771","Anthony Varvaro","Red Sox","pitcher","2385",37.7,4.06,1.38,0,2,27,-2.91,-8.01,""
"772","Jose De La Torre","Red Sox","pitcher","787",55.3,4.72,1.54,0,4,51,-2.91,-8.01,""
"773","Sam Freeman","Rangers","pitcher","6832",57,4.11,1.47,0,2,51,-2.91,-8.02,""
"774","Bronson Arroyo","Diamondbacks","pitcher","978",68.3,4.87,1.36,0,4,35,-2.92,-8.03,""
"775","Logan Bawcom","Mariners","pitcher","sa549287",67,4.57,1.42,0,3,49,-2.92,-8.04,""
"776","Rafael Soriano","Cubs","pitcher","1100",24,3.75,1.25,0,1,21,-2.92,-8.05,""
"777","David Rollins","Mariners","pitcher","11928",70,4.76,1.41,0,3,55,-2.93,-8.05,""
"778","Chris Leroux","Yankees","pitcher","7645",61.3,4.7,1.42,0,3,48,-2.93,-8.06,""
"779","Cesar Cabral","Orioles","pitcher","6741",46.3,4.08,1.47,0,2,42,-2.93,-8.07,""
"780","Andrew Oliver","Tigers","pitcher","10257",57.7,4.53,1.58,0,3,67,-2.93,-8.08,""
"781","Juan Minaya","Astros","pitcher","sa503614",55.7,4.2,1.4,0,1,52,-2.94,-8.11,""
"782","Geoff Broussard","Angels","pitcher","sa658572",53.7,4.7,1.36,0,2,44,-2.95,-8.12,""
"783","Anthony Swarzak","Indians","pitcher","7466",94.3,4.77,1.42,0,4,64,-2.95,-8.12,""
"784","Whit Mayberry","Tigers","pitcher","sa829299",49.3,4.74,1.4,0,3,35,-2.95,-8.13,""
"785","Erik Davis","Nationals","pitcher","8422",46.7,4.44,1.5,0,3,40,-2.96,-8.14,""
"786","Brandon League","Dodgers","pitcher","3731",36.7,4.17,1.36,0,2,24,-2.96,-8.14,""
"787","Matt Albers","White Sox","pitcher","4300",33,3.82,1.3,0,1,24,-2.96,-8.15,""
"788","Bruce Rondon","Tigers","pitcher","5766",45,4.4,1.47,0,2,46,-2.96,-8.15,""
"789","Frank Garces","Padres","pitcher","13144",65.3,4.41,1.45,0,2,59,-2.97,-8.17,""
"790","Branden Pinder","Yankees","pitcher","12093",54.3,4.8,1.38,0,2,49,-2.97,-8.17,""
"791","Zach Phillips","White Sox","pitcher","99",41.3,4.14,1.4,0,1,42,-2.97,-8.17,""
"792","Jason Hursh","Braves","pitcher","sa548316",113,4.7,1.43,0,5,66,-2.97,-8.17,""
"793","Tim Dillard","Brewers","pitcher","5518",53.7,4.53,1.45,0,3,40,-2.97,-8.19,""
"794","Stephen Johnson","Reds","pitcher","sa658027",63,4.57,1.54,0,3,65,-2.98,-8.2,""
"795","Andrew McKirahan","Braves","pitcher","12870",44.3,4.26,1.35,0,1,39,-2.98,-8.2,""
"796","Todd Redmond","Blue Jays","pitcher","9943",79.3,4.65,1.42,0,3,58,-2.98,-8.21,""
"797","Derek Law","Giants","pitcher","sa502368",27.7,3.58,1.41,0,1,28,-2.99,-8.23,""
"798","Tyler Beede","Giants","pitcher","sa597784",116,4.66,1.49,0,6,73,-2.99,-8.23,""
"799","Chris Stratton","Giants","pitcher","sa621598",126,4.71,1.51,0,6,93,-2.99,-8.23,""
"800","Chris Jones","Orioles","pitcher","sa392067",114,5.05,1.43,0,6,71,-2.99,-8.24,""
"801","Ryan Brasier","Angels","pitcher","5615",37.3,4.58,1.45,0,3,26,-3,-8.26,""
"802","Brandon Workman","Red Sox","pitcher","11428",104,5.19,1.47,0,6,79,-3,-8.27,""
"803","Michael Lorenzen","Reds","pitcher","14843",134,4.9,1.46,0,6,93,-3,-8.27,""
"804","Matt Koch","Diamondbacks","pitcher","sa503235",95.7,5.08,1.38,0,5,52,-3.01,-8.28,""
"805","Francis Martes","Astros","pitcher","sa736839",99,5.09,1.46,0,5,78,-3.01,-8.29,""
"806","Mitchell Harris","Cardinals","pitcher","4530",48,4.5,1.46,0,3,34,-3.01,-8.3,""
"807","Mark Hamburger","Rangers","pitcher","5329",67,4.7,1.43,0,3,50,-3.02,-8.3,""
"808","Donovan Hand","Reds","pitcher","8728",90.3,4.98,1.35,0,3,60,-3.02,-8.31,""
"809","Miguel Gonzalez","Phillies","pitcher","15675",58,4.81,1.43,0,3,45,-3.02,-8.32,""
"810","Miguel Gonzalez","Phillies","pitcher","15675",58,4.81,1.43,0,3,45,-3.02,-8.32,""
"811","Andrew Bailey","Yankees","pitcher","1368",29.7,4.85,1.31,0,1,35,-3.03,-8.33,""
"812","Nick Greenwood","Cardinals","pitcher","8182",104.7,5.16,1.39,0,6,53,-3.03,-8.33,""
"813","Carlos Pimentel","Cubs","pitcher","sa393262",118,4.81,1.5,0,5,97,-3.03,-8.33,""
"814","Jake Buchanan","Astros","pitcher","10962",110,4.99,1.42,0,6,59,-3.03,-8.34,""
"815","Jon Keller","Orioles","pitcher","sa549073",69.7,4.52,1.46,0,3,52,-3.03,-8.34,""
"816","Bobby Wahl","Athletics","pitcher","sa550093",35,4.11,1.37,0,1,32,-3.03,-8.35,""
"817","Tommy Kahnle","White Sox","pitcher","11384",63,4.57,1.51,0,2,69,-3.04,-8.37,""
"818","Jairo Diaz","Rockies","pitcher","12774",69.3,4.93,1.5,0,4,59,-3.05,-8.39,""
"819","Chris Anderson","Dodgers","pitcher","sa550003",104,4.59,1.52,0,4,89,-3.05,-8.39,""
"820","Burch Smith","Padres","pitcher","12784",40.7,4.65,1.38,0,2,32,-3.05,-8.39,""
"821","Bobby Korecky","Blue Jays","pitcher","4608",49.7,4.89,1.41,0,3,35,-3.05,-8.4,""
"822","Josh Wall","Angels","pitcher","4436",43.7,4.53,1.44,0,2,39,-3.05,-8.41,""
