"","name","Team","position","playerid","IP","ERA","WHIP","SV","W","K","marginal.total.points","dollar.value","status"
"1077","Matt Spann","Nationals","pitcher","sa549730",105.3,4.96,1.58,0,5,62,-4.06,-11.17,""
"1078","Richard Bleier","Nationals","pitcher","sa454724",108,5.5,1.43,0,5,44,-4.08,-11.23,""
"1079","Sugar Marimon","Braves","pitcher","6027",112.7,5.27,1.5,0,4,73,-4.09,-11.26,""
"1080","Chris Beck","White Sox","pitcher","13418",105.3,5.38,1.51,0,5,59,-4.09,-11.26,""
"1081","Casey Coleman","Royals","pitcher","8270",77.3,5,1.59,0,3,50,-4.09,-11.27,""
"1082","Isaac Sanchez","Pirates","pitcher","sa552222",63.7,5.23,1.55,0,2,42,-4.1,-11.28,""
"1083","Frank Lopez","Rangers","pitcher","sa597434",95.7,5.64,1.55,0,5,67,-4.11,-11.31,""
"1084","Pat Misch","Mets","pitcher","5909",72.7,5.7,1.53,0,4,39,-4.13,-11.38,""
"1085","Chien-Ming Wang","Blue Jays","pitcher","2074",117.3,5.22,1.48,0,6,42,-4.13,-11.38,""
"1086","Andrew Albers","Blue Jays","pitcher","7853",116.3,5.8,1.48,0,6,71,-4.14,-11.39,""
"1087","Sam Selman","Royals","pitcher","sa501758",81,5.11,1.73,0,5,64,-4.15,-11.43,""
"1088","Keyvius Sampson","Reds","pitcher","10039",115.7,5.37,1.61,0,5,103,-4.15,-11.43,""
"1089","Daniel Tillman","Dodgers","pitcher","sa526950",48,5.44,1.58,0,1,38,-4.15,-11.44,""
"1090","Jayson Aquino","Cardinals","pitcher","sa550591",115.3,5.38,1.5,0,5,66,-4.16,-11.44,""
"1091","Jorge Ortega","Brewers","pitcher","sa597019",117.3,5.91,1.38,0,5,55,-4.17,-11.49,""
"1092","Robert Morey","Marlins","pitcher","sa392218",85.3,5.17,1.58,0,4,48,-4.19,-11.54,""
"1093","Austin Adams","Angels","pitcher","sa658119",48.7,4.99,1.83,0,2,50,-4.19,-11.54,""
"1094","Austin Adams","Angels","pitcher","sa658119",48.7,4.99,1.83,0,2,50,-4.19,-11.54,""
"1095","Ross Detwiler","Braves","pitcher","2859",65.7,5.21,1.57,0,2,43,-4.2,-11.56,""
"1096","Melvin Mercedes","Tigers","pitcher","10181",61,5.61,1.51,0,2,36,-4.21,-11.58,""
"1097","Tyler Barnette","White Sox","pitcher","sa548463",81.3,5.42,1.57,0,4,48,-4.21,-11.58,""
"1098","Daniel Webb","White Sox","pitcher","10558",64.3,5.18,1.65,0,2,54,-4.22,-11.61,""
"1099","Eddie Gamboa","Orioles","pitcher","sa455163",103.3,5.23,1.65,0,6,72,-4.22,-11.61,""
"1100","Josh Roenicke","Twins","pitcher","3241",93.7,5.48,1.52,0,4,55,-4.24,-11.66,""
"1101","Randy Rosario","Twins","pitcher","sa597117",44.3,5.68,1.65,0,2,29,-4.24,-11.66,""
"1102","Brady Lail","Yankees","pitcher","sa658405",132,5.52,1.5,0,6,80,-4.24,-11.67,""
"1103","Scott Diamond","Twins","pitcher","5089",136.3,5.81,1.44,0,7,67,-4.25,-11.7,""
"1104","Jesse Biddle","Phillies","pitcher","sa548186",109,5.37,1.58,0,5,77,-4.26,-11.73,""
"1105","Victor Mateo","Braves","pitcher","sa504206",139,5.31,1.53,0,7,75,-4.26,-11.74,""
"1106","Chris Reed","Marlins","pitcher","12801",98.7,5.11,1.61,0,4,70,-4.27,-11.75,""
"1107","Joe Saunders","Orioles","pitcher","4366",66.7,5.67,1.56,0,3,40,-4.27,-11.76,""
"1108","Rob Zastryzny","Cubs","pitcher","sa737538",86.3,5.73,1.53,0,3,67,-4.28,-11.77,""
"1109","Kyle Davies","Yankees","pitcher","3642",110.3,5.79,1.48,0,5,67,-4.28,-11.78,""
"1110","Bryan Mitchell","Yankees","pitcher","11479",108.3,5.48,1.62,1,5,83,-4.29,-11.82,""
"1111","Jaime Schultz","Rays","pitcher","sa708975",86.3,5.32,1.69,0,3,90,-4.3,-11.83,""
"1112","Scott Carroll","White Sox","pitcher","888",99.3,5.35,1.53,0,4,57,-4.3,-11.84,""
"1113","Austin Kubitza","Tigers","pitcher","sa548355",127.7,5.36,1.59,0,7,82,-4.31,-11.86,""
"1114","Eddie Butler","Rockies","pitcher","13453",128.7,5.39,1.6,0,8,75,-4.33,-11.93,""
"1115","Mitchell Boggs","Rockies","pitcher","3344",38.7,5.59,1.71,0,2,18,-4.34,-11.95,""
"1116","Mason Melotakis","Twins","pitcher","sa621016",58,5.59,1.67,0,3,38,-4.35,-11.97,""
"1117","Ryne Stanek","Rays","pitcher","sa548245",80.3,5.71,1.59,0,4,54,-4.36,-11.99,""
"1118","Jarrett Grube","Angels","pitcher","7553",99.3,5.98,1.5,0,4,73,-4.37,-12.02,""
"1119","Jason Lane","Padres","pitcher","1397",133.7,5.45,1.44,0,5,60,-4.39,-12.08,""
"1120","Ryan O'Sullivan","Phillies","pitcher","sa455098",71,5.45,1.61,0,3,44,-4.4,-12.1,""
"1121","Jose Valdez","Astros","pitcher","3217",57,5.53,1.75,0,3,45,-4.4,-12.12,""
"1122","Jose Valdez","Astros","pitcher","3217",57,5.53,1.75,0,3,45,-4.4,-12.12,""
"1123","Joshua Turley","Tigers","pitcher","sa503159",116.7,5.79,1.52,0,6,71,-4.4,-12.12,""
"1124","Keith Couch","Red Sox","pitcher","sa549175",113,5.34,1.54,0,5,61,-4.41,-12.14,""
"1125","Jair Jurrjens","Rockies","pitcher","5556",90.7,5.56,1.57,0,5,45,-4.42,-12.17,""
"1126","Felipe Paulino","White Sox","pitcher","3777",61.3,5.87,1.65,0,3,44,-4.44,-12.22,""
"1127","Peter Tago","White Sox","pitcher","sa548162",61.3,5.43,1.71,0,2,54,-4.46,-12.28,""
"1128","John Richy","Dodgers","pitcher","sa828800",114.7,5.42,1.51,0,3,79,-4.49,-12.35,""
"1129","Adam Morgan","Phillies","pitcher","12580",101.7,5.75,1.5,0,4,60,-4.49,-12.37,""
"1130","Montreal Robertson","Tigers","pitcher","sa598657",67.7,5.85,1.74,0,5,44,-4.53,-12.47,""
"1131","Jose Ortega","Tigers","pitcher","9651",53.3,5.57,1.74,0,2,42,-4.54,-12.5,""
"1132","Chris Devenski","Astros","pitcher","sa599312",110.3,5.87,1.51,0,4,79,-4.56,-12.54,""
"1133","Hector Noesi","White Sox","pitcher","3292",109.7,5.91,1.51,0,4,80,-4.56,-12.54,""
"1134","Nick Maronde","Angels","pitcher","12530",70,5.91,1.63,0,2,65,-4.56,-12.56,""
"1135","Matt Flemer","Rockies","pitcher","sa580429",135,5.73,1.5,0,7,68,-4.56,-12.56,""
"1136","Vicente Campos","Yankees","pitcher","sa504797",68,6.35,1.54,0,3,44,-4.56,-12.57,""
"1137","Eric Wooten","Yankees","pitcher","sa599232",87.3,5.87,1.52,0,3,56,-4.58,-12.61,""
"1138","Jacob Turner","White Sox","pitcher","10185",81.3,5.98,1.59,0,4,54,-4.58,-12.62,""
"1139","Asher Wojciechowski","Astros","pitcher","10836",113,5.73,1.53,0,4,81,-4.59,-12.64,""
"1140","Pat Dean","Twins","pitcher","sa548253",147.3,5.68,1.47,0,7,69,-4.59,-12.64,""
"1141","Matthew Hobgood","Orioles","pitcher","sa500594",45.3,5.76,1.74,0,2,26,-4.6,-12.65,""
"1142","John Anderson","Blue Jays","pitcher","sa454912",82.3,5.68,1.64,0,4,56,-4.6,-12.66,""
"1143","Chipper Smith","Marlins","pitcher","sa659259",92.3,5.75,1.61,0,4,68,-4.63,-12.75,""
"1144","Scott Copeland","Blue Jays","pitcher","10706",131,5.56,1.56,0,7,70,-4.65,-12.81,""
"1145","Matt Purke","Nationals","pitcher","sa500726",62.7,6.18,1.64,0,3,40,-4.71,-12.96,""
"1146","Brett Lee","Twins","pitcher","sa503344",110.7,5.37,1.56,0,5,49,-4.74,-13.04,""
"1147","Branden Kline","Orioles","pitcher","sa501558",77.3,5.94,1.63,0,4,46,-4.74,-13.05,""
"1148","Miguel Sulbaran","Yankees","pitcher","sa596983",88,5.63,1.58,0,3,54,-4.76,-13.09,""
"1149","David Hess","Orioles","pitcher","sa829314",131.3,5.55,1.61,0,6,96,-4.76,-13.11,""
"1150","Jason Berken","Cubs","pitcher","5673",116,6.05,1.53,0,6,67,-4.79,-13.19,""
"1151","Zach Bird","Braves","pitcher","sa658136",101,5.61,1.75,0,6,83,-4.83,-13.31,""
"1152","Donn Roach","Cubs","pitcher","10620",124,5.3,1.54,0,5,53,-4.84,-13.31,""
"1153","Tim Crabbe","Diamondbacks","pitcher","sa501702",91,5.84,1.59,0,3,66,-4.84,-13.33,""
"1154","Nathan Long","Athletics","pitcher","sa502312",114.3,5.75,1.58,0,5,75,-4.85,-13.34,""
"1155","Wilson Santos","Padres","pitcher","sa657788",53,5.94,1.74,0,2,34,-4.86,-13.38,""
"1156","Kyle Haynes","Yankees","pitcher","sa658506",87,5.69,1.68,0,4,62,-4.86,-13.38,""
"1157","Bradin Hagens","Diamondbacks","pitcher","7422",123,5.27,1.63,0,6,68,-4.86,-13.39,""
"1158","Barry Zito","Athletics","pitcher","944",93.3,5.59,1.62,0,4,52,-4.9,-13.5,""
"1159","Sean O'Sullivan","Phillies","pitcher","9137",129,5.65,1.53,0,5,73,-4.91,-13.52,""
"1160","Parker Bridwell","Orioles","pitcher","sa548445",106.7,5.74,1.64,0,4,88,-4.93,-13.57,""
"1161","Daniel Corcino","Reds","pitcher","9266",81.3,6.09,1.67,0,4,59,-4.93,-13.58,""
"1162","Tom Windle","Phillies","pitcher","sa549785",104,5.54,1.63,0,4,70,-4.94,-13.6,""
"1163","Pat Light","Red Sox","pitcher","sa502395",73,6.04,1.67,0,3,50,-4.97,-13.69,""
"1164","Chris Dwyer","Royals","pitcher","10045",91.7,5.4,1.7,0,4,58,-4.99,-13.74,""
"1165","Myles Jaye","White Sox","pitcher","sa549275",136.7,5.86,1.55,0,7,76,-5,-13.76,""
"1166","Kurt Spomer","Angels","pitcher","sa659458",62.7,6.18,1.68,0,3,31,-5.03,-13.84,""
"1167","Ross Seaton","Tigers","pitcher","sa454510",101.7,6.2,1.54,0,5,50,-5.08,-13.97,""
"1168","Kyle Schepel","Mariners","pitcher","sa731235",62,6.1,1.76,0,2,48,-5.15,-14.17,""
"1169","Ricky Romero","Blue Jays","pitcher","3403",42,6,1.88,0,1,24,-5.16,-14.21,""
"1170","Ryan Carpenter","Rockies","pitcher","sa455439",115.3,6.32,1.57,0,6,74,-5.17,-14.22,""
"1171","Phillippe Aumont","Phillies","pitcher","5362",68.3,5.93,1.87,0,3,66,-5.17,-14.24,""
"1172","Brandon Brennan","White Sox","pitcher","sa550121",58,6.21,1.78,0,2,36,-5.31,-14.63,""
"1173","Arcenio Leon","White Sox","pitcher","sa393037",40.7,6.64,1.94,0,1,30,-5.34,-14.71,""
"1174","Thad Weber","Blue Jays","pitcher","8036",124.3,6.15,1.54,0,5,72,-5.4,-14.88,""
"1175","Anthony Vasquez","Mariners","pitcher","6577",104,6.14,1.59,0,4,62,-5.41,-14.9,""
"1176","Caleb Smith","Yankees","pitcher","sa738884",112.7,6.15,1.68,0,6,82,-5.44,-14.98,""
"1177","Caleb Smith","Yankees","pitcher","sa738884",112.7,6.15,1.68,0,6,82,-5.44,-14.98,""
"1178","Matt Lollis","Rays","pitcher","sa501704",66.3,6.51,1.75,0,2,53,-5.46,-15.02,""
"1179","Matthew Tracy","Yankees","pitcher","12240",92.7,6.02,1.64,0,3,58,-5.47,-15.06,""
"1180","Connor Sadzeck","Rangers","pitcher","sa550247",83.3,5.62,1.8,0,4,49,-5.48,-15.1,""
"1181","Jose Leclerc","Rangers","pitcher","sa597170",80,6.19,1.83,0,4,68,-5.5,-15.14,""
"1182","Tim Melville","Tigers","pitcher","sa454515",104,6.14,1.65,0,4,75,-5.51,-15.17,""
"1183","Joely Rodriguez","Phillies","pitcher","sa507216",121.3,5.93,1.61,0,5,71,-5.56,-15.32,""
"1184","Christopher Lee","Orioles","pitcher","sa550044",119,5.67,1.69,0,6,67,-5.58,-15.35,""
"1185","Mark Blackmar","White Sox","pitcher","sa549945",128,5.63,1.56,0,4,60,-5.58,-15.35,""
"1186","Brett Marshall","Yankees","pitcher","5364",73.7,6.35,1.76,0,3,50,-5.58,-15.36,""
"1187","Greg Peavey","Twins","pitcher","sa392163",122.7,6.24,1.56,0,5,71,-5.6,-15.43,""
"1188","Shawn Morimando","Indians","pitcher","sa599725",134.3,5.96,1.65,0,6,97,-5.64,-15.51,""
"1189","Will Roberts","Indians","pitcher","sa577696",141,6.38,1.48,0,5,78,-5.69,-15.65,""
"1190","Nick Pivetta","Phillies","pitcher","sa737889",116.3,6.27,1.66,0,5,86,-5.76,-15.86,""
"1191","Toru Murata","Indians","pitcher","11652",131.3,6.44,1.52,0,5,76,-5.76,-15.86,""
"1192","Lendy Castillo","Cubs","pitcher","11562",54,6.67,1.87,0,1,36,-5.86,-16.13,""
"1193","Shawn Haviland","White Sox","pitcher","sa454866",111.3,6.39,1.64,0,4,71,-6.08,-16.73,""
"1194","Michael Belfiore","Orioles","pitcher","9324",99.3,6.61,1.66,0,4,60,-6.08,-16.73,""
"1195","Nik Turley","Giants","pitcher","sa466024",93.3,6.75,1.75,0,4,74,-6.11,-16.83,""
"1196","Zack Dodson","Pirates","pitcher","sa501219",122.3,6.33,1.61,0,5,62,-6.21,-17.09,""
"1197","Johnny Hellweg","Brewers","pitcher","10065",71,6.21,1.94,0,3,43,-6.22,-17.13,""
"1198","Tyler Danish","White Sox","pitcher","sa737562",123,6.22,1.67,0,5,76,-6.26,-17.24,""
"1199","Tyler Pike","Mariners","pitcher","sa657974",112.3,6.33,1.72,0,3,88,-6.48,-17.85,""
"1200","Jason Wheeler","Twins","pitcher","sa579049",127.3,6.5,1.63,0,5,72,-6.55,-18.04,""
"1201","Michael Roth","Angels","pitcher","13736",112,6.75,1.69,0,5,64,-6.67,-18.36,""
"1202","J.C. Sulbaran","Royals","pitcher","sa455559",106.7,6.75,1.75,0,4,72,-6.86,-18.89,""
"1203","Jairo Labourt","Blue Jays","pitcher","sa598267",94.3,6.49,1.92,0,4,69,-6.96,-19.16,""
"1204","Jeff Francoeur","Phillies","pitcher","4792",4.3,4.15,1.38,NA,0,4,NA,NA,""
"1205","Jesse Crain"," ","pitcher","4817",17,3.71,1.35,NA,1,18,NA,NA,""
"1206","Tony Barnette"," ","pitcher","sa327110",46.7,3.86,1.31,NA,2,45,NA,NA,""
"1207","Sean Marshall"," ","pitcher","5905",11.7,4.63,1.37,NA,0,11,NA,NA,""
"1208","Jacob Smith"," ","pitcher","sa393236",66.3,3.93,1.37,NA,4,70,NA,NA,""
"1209","Cory Luebke"," ","pitcher","1984",17.3,4.15,1.33,NA,1,14,NA,NA,""
"1210","Zack Segovia"," ","pitcher","8742",59,4.27,1.34,NA,2,45,NA,NA,""
"1211","Dustin Richardson"," ","pitcher","2548",39,4.62,1.46,NA,2,33,NA,NA,""
"1212","Jonny Venters"," ","pitcher","7175",21.3,4.22,1.5,NA,1,17,NA,NA,""
"1213","Danny Hultzen"," ","pitcher","sa455118",28,4.5,1.5,NA,2,22,NA,NA,""
"1214","Jess Todd"," ","pitcher","3805",68.3,5,1.55,NA,4,45,NA,NA,""
"1215","Gregory Infante"," ","pitcher","9119",48,5.06,1.67,NA,1,44,NA,NA,""
